OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,coord,location_dict,address,road,UIDENTSTLAE,STRZUSTAND,IstSonstige,lane,coord_interp,dist_interp,dist_interp_up
62375,9,7,72,111,2016,1,0,6,1,2,6,2,0,1,0,0,1,626296.2332,5364165.2655,10.706944149,48.417972664,"(48.417972664, 10.706944149)","{'place_id': 172330239, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 295617761, 'lat': '48.41796473282286', 'lon': '10.706943621418871', 'display_name': 'A 8, Adelsried, Landkreis Augsburg, Bayern, 86477, Deutschland', 'address': {'road': 'A 8', 'village': 'Adelsried', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86477', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4170752', '48.4187014', '10.6962877', '10.7191709']}","A 8, Adelsried, Landkreis Augsburg, Bayern, 86477, Deutschland",A 8,0,1,0,up,[48.41789639 10.70797606],9767.616515879969,9767.616515879969
62382,9,7,71,130,2016,1,18,3,3,9,7,2,0,1,0,0,0,645249.8128,5362927.3079,10.96253465,48.402757851,"(48.402757851, 10.96253465)","{'place_id': 169711243, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280694759, 'lat': '48.402752560936534', 'lon': '10.96253374246915', 'display_name': 'A 8, Derching, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland', 'address': {'road': 'A 8', 'village': 'Derching', 'town': 'Friedberg', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86316', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.401446', '48.4037486', '10.9564506', '10.981465']}","A 8, Derching, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland",A 8,0,0,0,up,[48.40278897 10.96232322],28850.70190144729,28850.70190144729
62426,9,1,74,135,2016,1,5,7,3,8,1,2,0,1,0,0,0,663111.728,5353410.7525,11.200011161,48.312836175,"(48.312836175, 11.200011161)","{'place_id': 119708307, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 79797070, 'lat': '48.31275899234577', 'lon': '11.199957951102697', 'display_name': 'A 8, Spindelhafner, Taxa, Odelzhausen, Landkreis Dachau, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Spindelhafner', 'village': 'Taxa', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3111046', '48.3144541', '11.1972657', '11.2023577']}","A 8, Spindelhafner, Taxa, Odelzhausen, Landkreis Dachau, Bayern, 85235, Deutschland",A 8,0,2,0,up,[48.31380379 11.1983562 ],50199.53779486781,50199.53779486781
62470,9,7,71,129,2016,1,7,7,3,8,1,1,0,1,0,0,0,660418.865,5355439.9325,11.164489677,48.331767826,"(48.331767826, 11.164489677)","{'place_id': 170077890, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280688897, 'lat': '48.331734219372784', 'lon': '11.16446113398783', 'display_name': 'A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Eurasburg', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3166388', '48.340026', '11.1555112', '11.193519']}","A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland",A 8,0,1,0,up,[48.33217218 11.16394563],46823.299175582666,46823.299175582666
62855,9,7,72,147,2016,1,22,5,3,2,6,2,0,1,0,0,0,639169.6068,5364062.9058,10.880805956,48.41434042,"(48.41434042, 10.880805956)","{'place_id': 107197597, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 27126750, 'lat': '48.41432043027354', 'lon': '10.880805460672397', 'display_name': 'A 8, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland', 'address': {'road': 'A 8', 'town': 'Gersthofen', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86368', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4142457', '48.4143641', '10.8790431', '10.884282']}","A 8, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland",A 8,0,1,0,up,[48.41434458 10.87982817],22666.500498619556,22666.500498619556
62958,9,7,72,147,2016,1,17,1,3,2,6,2,0,1,0,0,0,637324.8104,5364171.6096,10.855923764,48.415722592,"(48.415722592, 10.855923764)","{'place_id': 158972608, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 230124430, 'lat': '48.41574810700284', 'lon': '10.855925870743354', 'display_name': 'A 8, Hirblingen, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland', 'address': {'road': 'A 8', 'village': 'Hirblingen', 'town': 'Gersthofen', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86368', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4152777', '48.4170922', '10.8397014', '10.8611428']}","A 8, Hirblingen, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland",A 8,0,1,1,down,[48.41558018 10.85791618],54854.01035639058,20820.587926767657
63116,9,1,74,146,2016,2,16,3,2,0,7,0,0,1,0,0,1,668820.4664,5349716.5529,11.275470233,48.278128659,"(48.278128659, 11.275470233)","{'place_id': 134592671, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 143578406, 'lat': '48.27810568721306', 'lon': '11.275459341765567', 'display_name': 'A 8, Einsbach, Sulzemoos, Landkreis Dachau, Bayern, 85254, Deutschland', 'address': {'road': 'A 8', 'village': 'Einsbach', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85254', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2776562', '48.2787606', '11.274078', '11.2764074']}","A 8, Einsbach, Sulzemoos, Landkreis Dachau, Bayern, 85254, Deutschland",A 8,0,0,0,up,[48.27830704 11.27503481],57056.17088698426,57056.17088698426
63135,9,7,61,0,2016,2,17,4,3,0,6,2,0,1,0,0,1,640741.8143,5363942.9843,10.902001191,48.412912954,"(48.412912954, 10.902001191)","{'place_id': 169297776, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280726822, 'lat': '48.41293014675957', 'lon': '10.902004052669183', 'display_name': 'A 8, Firnhaberau, Augsburg, Bayern, 86169, Deutschland', 'address': {'road': 'A 8', 'suburb': 'Firnhaberau', 'city': 'Augsburg', 'state': 'Bayern', 'postcode': '86169', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4126072', '48.4142339', '10.8897666', '10.9039443']}","A 8, Firnhaberau, Augsburg, Bayern, 86169, Deutschland",A 8,0,1,0,down,[48.41269974 10.90338665],51431.79174139356,24241.019750020812
63150,9,7,71,130,2016,2,10,5,3,8,6,0,0,1,0,0,0,646708.8716,5362837.9706,10.982205207,48.401616747,"(48.401616747, 10.982205207)","{'place_id': 179881139, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 327495112, 'lat': '48.40160943335184', 'lon': '10.982205294268036', 'display_name': 'A 8, Stätzling, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland', 'address': {'road': 'A 8', 'village': 'Stätzling', 'town': 'Friedberg', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86316', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4015868', '48.4016125', '10.981465', '10.983863']}","A 8, Stätzling, Friedberg, Landkreis Aichach-Friedberg, Bayern, 86316, Deutschland",A 8,0,1,0,up,[48.40160409 10.98172161],30319.0865968218,30319.0865968218
63390,9,7,71,122,2016,2,20,1,3,9,7,2,0,1,0,0,0,654230.5415,5360919.1551,11.08305884,48.382570262,"(48.382570262, 11.08305884)","{'place_id': 123171715, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 95261689, 'lat': '48.382569140259406', 'lon': '11.083058073710339', 'display_name': 'A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'village': 'Burgadelzhausen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3561378', '48.3880253', '11.0750446', '11.1307183']}","A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,0,1,0,up,[48.3834554 11.0817612],38407.60614992775,38407.60614992775
63463,9,1,74,135,2016,2,12,6,3,2,6,0,0,1,0,0,0,663580.7939,5352961.8014,11.206158873,48.308678943,"(48.308678943, 11.206158873)","{'place_id': 163859575, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 251505066, 'lat': '48.30869724770484', 'lon': '11.206171507789763', 'display_name': 'A 8, Taxa, Odelzhausen, Landkreis Dachau, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Taxa', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3078027', '48.3092977', '11.2053016', '11.2074832']}","A 8, Taxa, Odelzhausen, Landkreis Dachau, Bayern, 85235, Deutschland",A 8,0,0,0,down,[48.30916116 11.20549998],24818.341696041534,50847.778323842205
63477,9,7,71,122,2016,2,16,4,3,3,6,0,0,1,0,0,0,649665.8869,5362513.5784,11.022016609,48.398005108,"(48.398005108, 11.022016609)","{'place_id': 171593475, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 288973413, 'lat': '48.398023807859786', 'lon': '11.02202200692127', 'display_name': 'A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Sophienhof', 'village': 'Bitzenhofen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3960534', '48.4039031', '10.9564457', '11.0556046']}","A 8, Sophienhof, Bitzenhofen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,0,0,0,down,[48.39776074 11.02293417],42374.10755765038,33295.58041416294
63643,9,7,61,0,2016,2,15,4,3,3,6,0,0,1,0,0,1,642525.7347,5363547.8481,10.925960992,48.408959174,"(48.408959174, 10.925960992)","{'place_id': 306632, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 129953810, 'lat': '48.4088208', 'lon': '10.9268308', 'display_name': 'Augsburg-Ost, A 8, Hammerschmiede, Augsburg, Bayern, 86169, Deutschland', 'address': {'highway': 'Augsburg-Ost', 'road': 'A 8', 'suburb': 'Hammerschmiede', 'city': 'Augsburg', 'state': 'Bayern', 'postcode': '86169', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4087708', '48.4088708', '10.9267808', '10.9268808']}","Augsburg-Ost, A 8, Hammerschmiede, Augsburg, Bayern, 86169, Deutschland",A 8,0,0,0,down,[48.40882571 10.9268027 ],49608.98614771285,26063.59386641166
63756,9,7,72,147,2016,2,18,7,3,9,7,2,0,1,0,0,0,634107.6494,5364499.0232,10.812571924,48.419359633,"(48.419359633, 10.812571924)","{'place_id': 164081832, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 253368220, 'lat': '48.41933844747092', 'lon': '10.81257019797792', 'display_name': 'A 8, Gailenbach, Edenbergen, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Gailenbach', 'village': 'Edenbergen', 'town': 'Gersthofen', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86368', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.419288', '48.4199152', '10.803357', '10.8131894']}","A 8, Gailenbach, Edenbergen, Gersthofen, Landkreis Augsburg, Bayern, 86368, Deutschland",A 8,0,1,0,up,[48.41935529 10.81236496],17594.773288508244,17594.773288508244
63909,9,7,71,111,2016,2,6,2,2,8,7,2,0,1,0,0,1,658643.9975,5357090.4522,11.141180938,48.347054621,"(48.347054621, 11.141180938)","{'place_id': 169057293, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 280690992, 'lat': '48.34701497211687', 'lon': '11.141160893080254', 'display_name': 'A 8, Holzschuster, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86559, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Holzschuster', 'village': 'Burgadelzhausen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86559', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3451351', '48.3478008', '11.1397371', '11.1451555']}","A 8, Holzschuster, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86559, Deutschland",A 8,0,0,0,up,[48.34641307 11.14235229],44369.06714007892,44369.06714007892
64014,9,1,74,113,2016,2,9,5,3,2,6,0,0,1,0,0,0,673654.8275,5345481.967,11.338837286,48.238755492,"(48.238755492, 11.338837286)","{'place_id': 179215351, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 327462614, 'lat': '48.2387681692979', 'lon': '11.338843738518607', 'display_name': 'A 8, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland', 'address': {'road': 'A 8', 'village': 'Bergkirchen', 'county': 'Landkreis Dachau', 'state': 'Bayern', 'postcode': '85232', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.2362092', '48.2425147', '11.331198', '11.3437104']}","A 8, Bergkirchen, Landkreis Dachau, Bayern, 85232, Deutschland",A 8,0,1,0,down,[48.23891345 11.3385582 ],12121.64492468833,63547.102080384626
64081,9,7,72,223,2016,2,12,6,3,2,6,0,0,0,0,0,1,615172.7214,5362158.2817,10.556115011,48.402055076,"(48.402055076, 10.556115011)","{'place_id': 155528377, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 221957359, 'lat': '48.40209157965482', 'lon': '10.556099811889538', 'display_name': 'A 8, Vallried, Wollbach, Zusmarshausen, Landkreis Augsburg, Bayern, 86441, Deutschland', 'address': {'road': 'A 8', 'hamlet': 'Vallried', 'village': 'Wollbach', 'county': 'Landkreis Augsburg', 'state': 'Bayern', 'postcode': '86441', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.4012138', '48.407462', '10.5537176', '10.5760621']}","A 8, Vallried, Wollbach, Zusmarshausen, Landkreis Augsburg, Bayern, 86441, Deutschland",A 8,0,0,1,,,,
64091,9,7,71,122,2016,2,9,2,2,8,6,0,0,1,0,0,1,655393.6843,5359877.3727,11.09837237,48.372918638,"(48.372918638, 11.09837237)","{'place_id': 112409051, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 42400874, 'lat': '48.37294283792178', 'lon': '11.098387299402365', 'display_name': 'A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland', 'address': {'road': 'A 8', 'village': 'Burgadelzhausen', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '86453', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3561686', '48.3880438', '11.0753176', '11.1309595']}","A 8, Burgadelzhausen, Adelzhausen, Dasing, Landkreis Aichach-Friedberg, Bayern, 86453, Deutschland",A 8,0,0,0,down,[48.37196037 11.09997948],35697.93197321008,39967.48640703144
64206,9,1,74,135,2016,2,18,5,3,2,6,2,0,1,0,0,0,661500.926,5354591.2016,11.178753515,48.323862021,"(48.323862021, 11.178753515)","{'place_id': 101890269, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 14778570, 'lat': '48.323911720736675', 'lon': '11.178777035372319', 'display_name': 'A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland', 'address': {'road': 'A 8', 'village': 'Eurasburg', 'municipality': 'Dasing', 'county': 'Landkreis Aichach-Friedberg', 'state': 'Bayern', 'postcode': '85235', 'country': 'Deutschland', 'country_code': 'de'}, 'boundingbox': ['48.3167717', '48.3399562', '11.1559195', '11.1937689']}","A 8, Eurasburg, Dasing, Landkreis Aichach-Friedberg, Bayern, 85235, Deutschland",A 8,0,0,0,down,[48.32369355 11.17923823],27466.204769567896,48203.73423211543
